SupplierId,ProductId,avg(TimelyDeliveries),avg(ProductQuality),avg(ValueForMoney),avg(OverallRating),avg(NumberOfReturns),avg(PricingPerUnit)
1,69,2.8846153846153846,3.0384615384615383,2.8846153846153846,2.5,22.76923076923077,5604.192307692308
1,70,3.1794871794871793,3.0,2.8974358974358974,2.5384615384615383,25.743589743589745,5497.25641025641
1,71,3.911764705882353,3.2058823529411766,3.088235294117647,2.911764705882353,23.58823529411765,5236.441176470588
1,72,3.0588235294117645,2.9607843137254903,3.1176470588235294,2.549019607843137,24.176470588235293,5283.117647058823
1,73,2.888888888888889,3.2222222222222223,2.7111111111111112,2.466666666666667,30.266666666666666,5567.177777777778
1,74,3.293103448275862,3.0172413793103448,2.7241379310344827,2.5172413793103448,27.017241379310345,4855.051724137931
1,75,2.9814814814814814,2.9814814814814814,2.574074074074074,2.3518518518518516,23.74074074074074,4863.666666666667
1,76,3.2857142857142856,3.4693877551020407,2.63265306122449,2.5306122448979593,31.387755102040817,4637.530612244898
1,77,2.9166666666666665,2.9166666666666665,2.875,2.4166666666666665,25.791666666666668,5483.583333333333
1,78,2.8363636363636364,2.8727272727272726,3.0727272727272728,2.4,27.145454545454545,5240.636363636364
1,79,3.116279069767442,3.0697674418604652,2.7674418604651163,2.441860465116279,28.25581395348837,5320.837209302325
1,80,2.877551020408163,3.2244897959183674,2.877551020408163,2.510204081632653,24.163265306122447,4793.571428571428
1,81,2.5384615384615383,2.9423076923076925,2.673076923076923,2.173076923076923,23.153846153846153,4939.423076923077
1,82,3.1666666666666665,3.0833333333333335,3.0416666666666665,2.6041666666666665,23.958333333333332,5143.5
1,83,2.977272727272727,3.272727272727273,2.840909090909091,2.5454545454545454,22.318181818181817,5315.0
1,84,3.019607843137255,2.627450980392157,3.156862745098039,2.450980392156863,24.41176470588235,4380.019607843137
1,85,3.1206896551724137,3.103448275862069,3.103448275862069,2.6379310344827585,28.5,4564.758620689655
1,86,2.795918367346939,3.122448979591837,2.7755102040816326,2.4489795918367347,25.714285714285715,4360.2040816326535
1,87,3.173076923076923,3.1346153846153846,2.923076923076923,2.5961538461538463,24.673076923076923,4607.903846153846
1,88,2.888888888888889,3.2063492063492065,2.9047619047619047,2.5555555555555554,24.46031746031746,5226.888888888889
1,89,2.883720930232558,3.0930232558139537,2.953488372093023,2.511627906976744,22.441860465116278,4714.279069767442
1,90,2.8372093023255816,3.255813953488372,3.0930232558139537,2.5813953488372094,25.209302325581394,5188.395348837209
1,91,2.92,3.1,3.14,2.62,22.18,5885.96
1,92,3.462962962962963,2.8518518518518516,3.074074074074074,2.574074074074074,21.14814814814815,4951.351851851852
1,93,2.744186046511628,2.8372093023255816,2.9069767441860463,2.302325581395349,25.27906976744186,5000.53488372093
1,94,3.04,2.5,2.74,2.26,26.72,4748.84
1,95,3.2452830188679247,3.169811320754717,3.0943396226415096,2.641509433962264,21.867924528301888,5372.698113207547
1,96,3.0408163265306123,2.836734693877551,2.5510204081632653,2.3877551020408165,28.979591836734695,5388.469387755102
1,97,2.8867924528301887,2.9245283018867925,3.0943396226415096,2.5283018867924527,26.264150943396228,4766.490566037736
1,98,3.1538461538461537,2.8076923076923075,3.230769230769231,2.5384615384615383,25.192307692307693,5248.096153846154
1,99,2.8,2.9,2.88,2.34,27.14,4912.1
1,100,3.051282051282051,2.7948717948717947,2.6666666666666665,2.3846153846153846,26.256410256410255,4387.589743589743
1,101,2.8727272727272726,3.2363636363636363,2.672727272727273,2.4909090909090907,25.563636363636363,4577.163636363636
1,102,3.239130434782609,2.9347826086956523,3.347826086956522,2.652173913043478,26.847826086956523,5150.239130434783
1,103,2.90625,2.875,2.9375,2.375,25.3125,4862.03125
1,104,3.395348837209302,3.395348837209302,2.7674418604651163,2.6511627906976742,23.348837209302324,5539.279069767442
1,105,2.975,2.875,3.025,2.425,23.05,4665.8
1,106,3.1372549019607843,2.9607843137254903,3.215686274509804,2.588235294117647,25.313725490196077,5266.470588235294
1,107,3.0,3.25,2.8125,2.5416666666666665,21.208333333333332,4847.208333333333
1,108,2.8627450980392157,2.9607843137254903,2.8627450980392157,2.372549019607843,25.274509803921568,4809.588235294118
1,109,3.239130434782609,3.282608695652174,3.1956521739130435,2.6739130434782608,25.695652173913043,5810.304347826087
1,110,3.339622641509434,3.2452830188679247,2.943396226415094,2.641509433962264,26.9811320754717,4766.33962264151
1,111,3.0625,2.5833333333333335,2.9375,2.375,26.354166666666668,5645.833333333333
1,112,2.8035714285714284,3.2142857142857144,2.9107142857142856,2.482142857142857,27.160714285714285,5379.285714285715
1,113,2.6470588235294117,2.843137254901961,3.0392156862745097,2.3529411764705883,25.941176470588236,5227.176470588235
1,114,3.260869565217391,2.847826086956522,3.347826086956522,2.630434782608696,28.804347826086957,4809.913043478261
1,115,2.9615384615384617,3.269230769230769,3.1923076923076925,2.5576923076923075,25.76923076923077,5292.173076923077
1,116,3.142857142857143,2.875,2.8392857142857144,2.4107142857142856,24.446428571428573,4464.767857142857
1,117,2.8627450980392157,2.9411764705882355,2.9215686274509802,2.411764705882353,29.647058823529413,5238.3725490196075
1,118,2.9019607843137254,2.980392156862745,3.215686274509804,2.5098039215686274,28.0,4975.019607843137
1,119,3.210526315789474,3.289473684210526,3.1842105263157894,2.763157894736842,26.18421052631579,4612.921052631579
1,120,3.25,3.0208333333333335,3.125,2.6875,25.458333333333332,5107.979166666667
1,121,2.607843137254902,3.1372549019607843,3.0588235294117645,2.392156862745098,25.54901960784314,5294.274509803921
1,122,2.840909090909091,3.1818181818181817,2.8181818181818183,2.4318181818181817,24.25,6091.954545454545
1,123,2.694915254237288,2.847457627118644,3.288135593220339,2.5084745762711864,26.8135593220339,4456.813559322034
1,124,2.913793103448276,2.5689655172413794,3.0,2.3448275862068964,25.06896551724138,5275.620689655172
1,125,3.0784313725490198,3.019607843137255,3.1176470588235294,2.5294117647058822,24.333333333333332,5028.058823529412
1,126,3.0,3.02,3.2,2.56,26.84,5468.7
1,127,3.018181818181818,3.4,2.7454545454545456,2.5272727272727273,23.054545454545455,4799.545454545455
1,128,3.163265306122449,2.63265306122449,2.7755102040816326,2.4489795918367347,25.06122448979592,4900.367346938776
1,129,3.036363636363636,3.090909090909091,3.1272727272727274,2.6363636363636362,25.98181818181818,4872.381818181818
1,130,3.125,3.0208333333333335,3.2291666666666665,2.5,27.8125,4250.6875
1,131,2.7457627118644066,2.864406779661017,3.288135593220339,2.440677966101695,21.16949152542373,4684.389830508475
1,132,2.764705882352941,3.0,3.3529411764705883,2.549019607843137,18.627450980392158,5420.431372549019
1,133,2.9482758620689653,3.0344827586206895,3.1379310344827585,2.5344827586206895,21.103448275862068,5183.172413793103
1,134,2.8666666666666667,2.8444444444444446,2.9555555555555557,2.3777777777777778,23.6,4586.977777777778
1,135,2.8448275862068964,3.0344827586206895,2.9310344827586206,2.396551724137931,27.120689655172413,5087.379310344828
1,136,2.925925925925926,2.740740740740741,3.0,2.3703703703703702,26.61111111111111,4471.666666666667
1,137,3.142857142857143,3.0634920634920637,3.0793650793650795,2.5873015873015874,25.19047619047619,5311.174603174603
1,138,2.8181818181818183,2.977272727272727,3.1818181818181817,2.5,24.795454545454547,4798.454545454545
1,139,2.7884615384615383,2.8846153846153846,3.3076923076923075,2.4038461538461537,27.26923076923077,4536.942307692308
1,140,3.0491803278688523,3.3278688524590163,3.0327868852459017,2.6721311475409837,21.737704918032787,4951.4098360655735
1,141,3.0961538461538463,3.3076923076923075,3.076923076923077,2.6346153846153846,25.78846153846154,5180.076923076923
1,142,2.9375,3.3125,2.7083333333333335,2.4375,25.458333333333332,4636.9375
1,143,3.25,3.2884615384615383,2.8461538461538463,2.5961538461538463,24.173076923076923,5242.942307692308
1,144,2.8333333333333335,3.15,3.2,2.566666666666667,24.516666666666666,4880.616666666667
1,145,2.8,3.0,3.04,2.54,22.98,4530.58
1,146,3.046511627906977,2.7906976744186047,2.86046511627907,2.372093023255814,25.86046511627907,4500.093023255814
1,147,2.872340425531915,2.893617021276596,3.0,2.4680851063829787,24.638297872340427,5239.382978723404
1,148,2.8214285714285716,2.6964285714285716,2.75,2.25,24.142857142857142,4591.482142857143
1,149,2.9347826086956523,2.9565217391304346,2.9347826086956523,2.4565217391304346,25.97826086956522,4271.282608695652
1,150,3.28,2.7,3.06,2.58,22.1,5759.1
1,151,3.272727272727273,2.981818181818182,3.090909090909091,2.6363636363636362,24.30909090909091,4966.872727272727
1,152,2.9583333333333335,2.7708333333333335,2.8125,2.3541666666666665,27.395833333333332,4812.0
1,153,3.0,2.6666666666666665,2.9649122807017543,2.3333333333333335,22.68421052631579,4982.350877192983
1,154,2.9318181818181817,2.977272727272727,2.8863636363636362,2.4545454545454546,22.363636363636363,5063.113636363636
1,155,3.1666666666666665,2.7142857142857144,2.7142857142857144,2.4047619047619047,29.0,4337.666666666667
1,156,2.962962962962963,2.814814814814815,2.962962962962963,2.4444444444444446,25.925925925925927,5055.314814814815
1,157,2.981818181818182,3.2545454545454544,2.8727272727272726,2.4727272727272727,21.636363636363637,4979.854545454546
1,158,3.275,2.825,2.6,2.375,20.625,5310.5
1,159,3.076923076923077,2.923076923076923,3.1025641025641026,2.4871794871794872,21.743589743589745,4183.589743589743
1,160,3.061224489795918,3.1020408163265305,3.2857142857142856,2.673469387755102,26.306122448979593,5442.326530612245
1,161,2.8846153846153846,2.8076923076923075,3.3076923076923075,2.480769230769231,18.96153846153846,5436.115384615385
1,162,3.2,3.1333333333333333,2.95,2.6333333333333333,23.05,5286.6
1,163,2.977777777777778,3.022222222222222,3.1777777777777776,2.6,23.08888888888889,4263.688888888889
1,164,3.022222222222222,3.0444444444444443,2.688888888888889,2.466666666666667,22.2,5347.2444444444445
1,165,3.4210526315789473,3.1842105263157894,2.763157894736842,2.5789473684210527,23.86842105263158,4817.6578947368425
1,166,3.107142857142857,2.767857142857143,2.875,2.375,25.875,5271.607142857143
1,167,2.9069767441860463,2.9302325581395348,2.6511627906976742,2.3488372093023258,26.86046511627907,5007.232558139535
1,168,2.9838709677419355,3.1451612903225805,3.1451612903225805,2.6451612903225805,23.70967741935484,5437.725806451613
1,169,3.259259259259259,3.2222222222222223,3.037037037037037,2.6296296296296298,24.85185185185185,5219.018518518518
1,170,2.8958333333333335,2.7708333333333335,2.8958333333333335,2.375,23.291666666666668,5472.979166666667
1,171,3.490566037735849,2.9245283018867925,2.792452830188679,2.547169811320755,24.32075471698113,4745.7169811320755
1,172,3.2115384615384617,3.1346153846153846,2.6346153846153846,2.423076923076923,25.923076923076923,5271.307692307692
1,173,3.185185185185185,3.1296296296296298,2.740740740740741,2.5925925925925926,23.444444444444443,5099.648148148148
1,174,2.784313725490196,3.1372549019607843,3.0588235294117645,2.5686274509803924,24.0,4882.254901960784
1,175,2.6875,2.9791666666666665,2.9583333333333335,2.375,23.416666666666668,4800.604166666667
1,176,2.9473684210526314,2.8684210526315788,3.0526315789473686,2.473684210526316,25.263157894736842,5308.026315789473
1,177,2.58,3.18,3.22,2.46,19.72,5037.16
1,178,2.765957446808511,3.276595744680851,3.404255319148936,2.595744680851064,21.425531914893618,5073.446808510638
1,179,3.0526315789473686,2.8421052631578947,2.973684210526316,2.5,29.68421052631579,4729.8421052631575
1,180,2.9310344827586206,2.793103448275862,3.1206896551724137,2.4827586206896552,23.551724137931036,4868.051724137931
1,181,2.981132075471698,3.2830188679245285,3.4150943396226414,2.792452830188679,22.79245283018868,4976.66037735849
1,182,2.9148936170212765,2.6595744680851063,3.234042553191489,2.4468085106382977,23.595744680851062,5935.553191489362
1,183,2.816666666666667,3.1333333333333333,3.2,2.6166666666666667,26.95,4361.45
1,184,2.6,2.8666666666666667,2.7111111111111112,2.2222222222222223,22.955555555555556,5014.422222222222
1,185,3.3714285714285714,3.1142857142857143,3.142857142857143,2.6285714285714286,24.34285714285714,4519.714285714285
1,186,2.8545454545454545,3.109090909090909,3.1272727272727274,2.5272727272727273,25.0,5090.309090909091
1,187,2.9318181818181817,3.0454545454545454,2.9545454545454546,2.5454545454545454,25.40909090909091,4374.227272727273
1,188,2.8292682926829267,2.8292682926829267,2.8048780487804876,2.341463414634146,23.48780487804878,5315.682926829269
1,189,2.8,3.26,2.74,2.4,25.9,4704.22
1,190,3.12,3.02,3.28,2.56,29.26,4760.56
1,191,2.925,2.55,3.15,2.375,25.4,5325.7
1,192,3.32,3.22,2.82,2.58,25.08,5226.36
1,193,2.7758620689655173,3.0,3.086206896551724,2.4310344827586206,22.137931034482758,5168.551724137931
1,194,2.953488372093023,2.813953488372093,3.046511627906977,2.4186046511627906,24.53488372093023,5343.325581395349
1,195,2.8,2.72,2.94,2.3,24.56,4670.62
1,196,2.9583333333333335,2.7708333333333335,2.8958333333333335,2.3958333333333335,23.4375,5039.458333333333
1,197,2.825,2.825,2.85,2.35,23.45,4928.4
1,198,2.9545454545454546,3.090909090909091,3.0606060606060606,2.5454545454545454,24.0,4867.939393939394
1,199,2.9791666666666665,3.0833333333333335,3.0,2.5,24.833333333333332,5876.979166666667
1,200,3.2857142857142856,2.9523809523809526,3.2222222222222223,2.634920634920635,22.873015873015873,4312.0
2,1,3.0,2.7708333333333335,3.0,2.3541666666666665,17.520833333333332,4659.666666666667
2,2,2.8823529411764706,2.980392156862745,2.9607843137254903,2.411764705882353,27.176470588235293,4925.901960784314
2,3,3.4444444444444446,2.7555555555555555,2.8222222222222224,2.577777777777778,23.511111111111113,4939.066666666667
2,4,2.7586206896551726,2.9482758620689653,3.086206896551724,2.3448275862068964,25.67241379310345,5562.568965517241
2,5,3.0869565217391304,2.9347826086956523,2.869565217391304,2.391304347826087,23.108695652173914,5327.782608695652
2,6,3.1956521739130435,2.717391304347826,2.6739130434782608,2.347826086956522,24.282608695652176,4502.391304347826
2,7,2.7804878048780486,3.1219512195121952,3.048780487804878,2.4634146341463414,25.24390243902439,5294.487804878048
2,8,3.142857142857143,2.9761904761904763,3.1904761904761907,2.5476190476190474,26.428571428571427,4899.642857142857
2,9,3.3125,2.8541666666666665,3.2708333333333335,2.6041666666666665,25.833333333333332,5051.583333333333
2,10,3.175438596491228,3.1052631578947367,3.017543859649123,2.6140350877192984,24.894736842105264,4645.894736842105
2,11,2.8363636363636364,3.2,3.0727272727272728,2.4909090909090907,26.654545454545456,4914.309090909091
2,12,2.888888888888889,3.088888888888889,2.933333333333333,2.488888888888889,25.2,4676.644444444444
2,13,3.054054054054054,3.2162162162162162,2.8378378378378377,2.5405405405405403,24.27027027027027,5025.1621621621625
2,14,3.020408163265306,3.2244897959183674,2.795918367346939,2.5306122448979593,28.489795918367346,5580.142857142857
2,15,3.1153846153846154,2.9038461538461537,3.0384615384615383,2.519230769230769,20.807692307692307,5335.076923076923
2,16,2.7906976744186047,2.86046511627907,2.9302325581395348,2.255813953488372,23.13953488372093,4436.2558139534885
2,17,2.7777777777777777,3.111111111111111,3.0277777777777777,2.4722222222222223,24.305555555555557,5470.805555555556
2,18,3.0185185185185186,2.7222222222222223,3.1481481481481484,2.3703703703703702,18.462962962962962,4700.055555555556
2,19,3.46,2.88,2.72,2.44,25.08,5545.54
2,20,3.016949152542373,3.135593220338983,3.288135593220339,2.610169491525424,26.64406779661017,4731.5084745762715
2,21,3.3958333333333335,2.7083333333333335,2.8125,2.4375,22.291666666666668,4908.5625
2,22,3.421875,3.34375,2.671875,2.578125,27.984375,5102.171875
2,23,2.8863636363636362,3.1818181818181817,3.522727272727273,2.6818181818181817,20.886363636363637,5070.0
2,24,2.5609756097560976,2.8292682926829267,2.682926829268293,2.268292682926829,23.78048780487805,5406.0
2,25,3.04,2.86,3.12,2.5,21.08,5364.98
2,26,3.2857142857142856,2.938775510204082,3.0408163265306123,2.5918367346938775,24.918367346938776,5584.673469387755
2,27,3.3773584905660377,2.849056603773585,3.339622641509434,2.69811320754717,28.49056603773585,4059.6415094339623
2,28,3.1020408163265305,2.795918367346939,2.9183673469387754,2.4285714285714284,23.775510204081634,5019.571428571428
2,29,3.189655172413793,3.1379310344827585,3.1724137931034484,2.7758620689655173,25.551724137931036,5038.9655172413795
2,30,3.1951219512195124,3.097560975609756,2.8536585365853657,2.5609756097560976,22.073170731707318,5016.292682926829
2,31,3.357142857142857,2.642857142857143,2.857142857142857,2.4464285714285716,21.910714285714285,5003.589285714285
2,32,3.106060606060606,3.287878787878788,3.0606060606060606,2.590909090909091,20.348484848484848,4856.924242424242
2,33,3.3617021276595747,3.127659574468085,3.0638297872340425,2.723404255319149,26.78723404255319,4670.595744680851
2,34,3.0576923076923075,3.1346153846153846,2.9423076923076925,2.576923076923077,26.346153846153847,4985.75
2,35,2.891304347826087,3.0434782608695654,2.9782608695652173,2.4565217391304346,29.08695652173913,5341.717391304348
2,36,3.259259259259259,3.111111111111111,2.7777777777777777,2.5555555555555554,23.35185185185185,4850.7037037037035
2,37,3.0677966101694913,3.288135593220339,3.016949152542373,2.6610169491525424,22.915254237288135,4634.576271186441
2,38,3.0,3.0,3.0350877192982457,2.491228070175439,22.31578947368421,5045.421052631579
2,39,3.127659574468085,2.6808510638297873,2.9361702127659575,2.3617021276595747,24.425531914893618,5217.659574468085
2,40,3.0,3.3,3.14,2.6,23.18,5624.14
2,41,3.125,2.9166666666666665,2.5416666666666665,2.3541666666666665,25.166666666666668,5651.541666666667
2,42,3.0,2.9245283018867925,2.9245283018867925,2.4716981132075473,24.0188679245283,4535.075471698113
2,43,3.1627906976744184,2.9767441860465116,2.883720930232558,2.441860465116279,25.58139534883721,4955.558139534884
2,44,3.021276595744681,3.382978723404255,3.0425531914893615,2.5531914893617023,23.340425531914892,4853.510638297872
2,45,2.9814814814814814,2.7777777777777777,2.9814814814814814,2.4074074074074074,26.77777777777778,5176.648148148148
2,46,2.888888888888889,3.111111111111111,2.8444444444444446,2.4444444444444446,23.444444444444443,5392.0
2,47,3.2,2.977777777777778,2.9555555555555557,2.533333333333333,21.68888888888889,5475.577777777778
2,48,3.2203389830508473,2.8813559322033897,3.135593220338983,2.593220338983051,27.423728813559322,5251.9152542372885
2,49,2.8055555555555554,3.111111111111111,3.0833333333333335,2.5555555555555554,26.694444444444443,4815.5
2,50,2.864864864864865,3.108108108108108,3.081081081081081,2.5135135135135136,25.54054054054054,5242.027027027027
2,51,2.98,2.72,2.8,2.3,23.28,5105.62
2,52,3.3658536585365852,3.024390243902439,3.024390243902439,2.5853658536585367,23.853658536585368,5294.292682926829
2,53,2.8666666666666667,3.4444444444444446,3.577777777777778,2.8444444444444446,28.77777777777778,5618.866666666667
2,54,3.293103448275862,3.2241379310344827,2.896551724137931,2.6551724137931036,25.310344827586206,5330.172413793103
2,55,3.183673469387755,3.510204081632653,3.0408163265306123,2.795918367346939,28.081632653061224,5049.3877551020405
2,56,2.9565217391304346,2.9347826086956523,2.869565217391304,2.4130434782608696,23.17391304347826,4626.739130434783
2,57,3.0491803278688523,3.1639344262295084,3.1311475409836067,2.622950819672131,24.540983606557376,4914.868852459016
2,58,2.857142857142857,2.6,3.1142857142857143,2.342857142857143,22.914285714285715,5307.6
2,59,2.630434782608696,2.9347826086956523,2.9130434782608696,2.3043478260869565,29.608695652173914,5426.173913043478
2,60,3.1923076923076925,2.980769230769231,2.8846153846153846,2.5576923076923075,20.903846153846153,4821.173076923077
2,61,2.8846153846153846,2.673076923076923,2.730769230769231,2.2884615384615383,21.653846153846153,4866.653846153846
2,62,2.6551724137931036,2.8448275862068964,3.293103448275862,2.413793103448276,24.551724137931036,4805.396551724138
2,63,2.948717948717949,3.1794871794871793,3.0256410256410255,2.5128205128205128,27.41025641025641,4909.871794871795
2,64,3.0652173913043477,3.1739130434782608,2.5434782608695654,2.391304347826087,29.065217391304348,4701.413043478261
2,65,3.097560975609756,2.8292682926829267,3.1463414634146343,2.5121951219512195,24.073170731707318,5439.463414634146
2,66,2.736842105263158,3.245614035087719,3.0526315789473686,2.491228070175439,21.614035087719298,4896.982456140351
2,67,3.087719298245614,3.0701754385964914,3.1403508771929824,2.6140350877192984,21.63157894736842,4791.087719298245
2,68,3.0208333333333335,2.9791666666666665,3.0833333333333335,2.5208333333333335,26.4375,4192.770833333333
2,69,2.9622641509433962,3.2452830188679247,3.056603773584906,2.660377358490566,26.77358490566038,4589.735849056604
2,70,2.7567567567567566,2.945945945945946,2.675675675675676,2.2972972972972974,24.56756756756757,4028.864864864865
2,71,2.830188679245283,2.69811320754717,3.490566037735849,2.547169811320755,25.39622641509434,5239.867924528302
2,72,2.9583333333333335,3.0833333333333335,3.0208333333333335,2.5208333333333335,23.708333333333332,5301.729166666667
2,73,2.980769230769231,3.076923076923077,2.8461538461538463,2.4423076923076925,24.384615384615383,4495.884615384615
2,74,3.142857142857143,2.732142857142857,2.625,2.3392857142857144,23.803571428571427,4893.303571428572
